case,member,candidate,depth,M_kipft,V_kip,live_deflection_in,total_deflection_in,wood_sustained_screen_in,flexural_screen_ratio,shear_screen_ratio,passes_limited_screen
storage_bands,B2,W10x33,9.73,44.486234085865426,8.940537962600727,0.38962973962895303,0.733713288002483,0.733713288002483,0.5094309320461389,,True
storage_bands,E-rail,W10x33,9.73,7.829479529969241,8.259953983586525,0.0016986155693873635,0.0029729993746718617,0.0029729993746718617,0.0896587255889049,,True
storage_bands,S-header,W10x33,9.73,3.633850494349129,1.6396668282705182,0.00037301673156867445,0.020950075635515836,0.020950075635515836,0.041612779375289455,,True
storage_bands,N-header,W10x33,9.73,9.815064090262052,4.463843833285219,0.030340347612864832,0.052859861572632706,0.052859861572632706,0.11239650535362943,,True
storage_bands,W-rail,W10x33,9.73,0.2594821342116,0.16394847240855087,0.0,0.00033762467931928514,0.00033762467931928514,0.0029714411254859797,,True
storage_bands,B1,W10x39,9.92,33.71568639425639,6.775133212391177,0.16594968123418916,0.45359083797810984,0.45359083797810984,0.32097974125458334,,True
storage_bands,B2,W10x39,9.92,44.821590573124425,9.005222474799385,0.3187879687873252,0.604833942619716,0.604833942619716,0.4267100594229992,,True
storage_bands,E-rail,W10x39,9.92,7.882493885518261,8.334103034906986,0.0013897763749532973,0.002448995952327576,0.002448995952327576,0.07504283965120472,,True
storage_bands,S-header,W10x39,9.92,3.75933454088603,1.6931342579576603,0.00030519550764709723,0.017783215537975638,0.017783215537975638,0.03578957919209313,,True
storage_bands,N-header,W10x39,9.92,9.92485523514262,4.513366366113125,0.024823920774162133,0.043726980233985975,0.043726980233985975,0.09448650779679718,,True
storage_bands,W-rail,W10x39,9.92,0.3066607040682548,0.19375728557374017,0.0,0.0003264635328955072,0.0003264635328955072,0.0029194681755476603,,True
storage_bands,B1,W10x49,9.98,34.274593004441506,6.882940732716767,0.12751280653656447,0.35432360809773944,0.35432360809773944,0.2515981112853508,,True
storage_bands,B2,W10x49,9.98,45.380540257929,9.113029995123025,0.24495104954614327,0.47053614070838545,0.47053614070838545,0.33312308672853375,,True
storage_bands,E-rail,W10x49,9.98,7.970851144759282,8.45768478710617,0.0010678796410486732,0.0019029494692964159,0.0019029494692964159,0.05851130290878242,,True
storage_bands,S-header,W10x49,9.98,3.9684746184475226,1.782246640769312,0.0002345068422729534,0.01448679131265841,0.01448679131265841,0.029131220276076317,,True
storage_bands,N-header,W10x49,9.98,10.107840476610205,4.595903920826273,0.019074262653676052,0.034211187875764215,0.034211187875764215,0.07419821360852326,,True
storage_bands,W-rail,W10x49,9.98,0.38529165382934555,0.24343864084905933,0.0,0.0003151690271854155,0.0003151690271854155,0.0028282947775604707,,True
storage_bands,B1,LVL 5.25 x 9.5,9.5,32.329693894501204,6.507776176709362,1.3702823030540294,3.5904102345690876,4.8713036257259095,2.0994798831573642,0.6867459360727463,False
storage_bands,B2,LVL 5.25 x 9.5,9.5,43.43551876676167,8.737865439278583,2.6319679525923334,4.838880957395001,6.813149810930878,2.8206885646025457,0.9220805106744316,False
storage_bands,E-rail,LVL 5.25 x 9.5,9.5,7.886548490918734,7.94814849889839,0.026272121980426902,0.04437016637801304,0.06289619256004128,0.5121499126549156,0.8387440705868239,True
storage_bands,S-header,LVL 5.25 x 9.5,9.5,3.1274504575765776,1.4510199318019408,0.0028119751244585645,0.13494393707247695,0.16848629124952033,0.2030956229489726,0.15312174455105565,True
storage_bands,N-header,LVL 5.25 x 9.5,9.5,9.210152208492078,4.290368114619935,0.22329742019194795,0.37518081463888375,0.5296180765121902,0.5981043107196057,0.45274957020128587,True
storage_bands,W-rail,LVL 5.25 x 9.5,9.5,0.10924505280347464,0.07048810925406415,0.0,0.0013941790815460815,0.0020912686223191223,0.007094338456893628,0.007438396966528336,True
storage_bands,B1,LVL 5.25 x 11.875,11.875,32.5280917641015,6.546049250162223,0.7100951486399343,1.8718628007151503,2.5413096012140057,1.351912817121343,0.5526278222007417,False
storage_bands,B2,LVL 5.25 x 11.875,11.875,43.63393789075078,8.776138512730515,1.3638204843414607,2.518727395919347,3.5474306279144723,1.8134872566082738,0.7408954818820115,False
storage_bands,E-rail,LVL 5.25 x 11.875,11.875,8.021291564141384,7.956657488255778,0.01790705368387739,0.03034911636493159,0.04303902535041897,0.3333760539681502,0.6717135987974803,True
storage_bands,S-header,LVL 5.25 x 11.875,11.875,3.141445955149383,1.473636360974251,0.0015415220897843213,0.0745052024194837,0.093482446021744,0.13056287106726203,0.1244067103315553,True
storage_bands,N-header,LVL 5.25 x 11.875,11.875,9.132098544172136,4.309633824222237,0.12085360624018573,0.2043121544360614,0.2885583443243438,0.3795427398144051,0.36382609781060965,True
storage_bands,W-rail,LVL 5.25 x 11.875,11.875,0.1349185262492515,0.08806907077359481,0.0,0.0010477935476487512,0.001571690321473127,0.0056074019412593636,0.007434930127305194,True
storage_bands,B1,LVL 5.25 x 14,14,32.70560564750158,6.580293579050342,0.4389698210804129,1.1633716742824713,1.5803452277404597,0.9986843022995157,0.4711989673505437,False
storage_bands,B2,LVL 5.25 x 14,14,43.81147079124984,8.810382841619392,0.8430314081345389,1.5631838148644048,2.202206087411121,1.3378082219742464,0.6308902858302464,False
storage_bands,E-rail,LVL 5.25 x 14,14,8.148346951677958,7.963724848053893,0.013862532625675543,0.023576372275118298,0.03344532089250947,0.24881441664886372,0.5702631470142423,True
storage_bands,S-header,LVL 5.25 x 14,14,3.145095219992527,1.493594520743547,0.0010084415524501467,0.04891761241934712,0.06163289676478315,0.09603727444453304,0.1069527046719332,True
storage_bands,N-header,LVL 5.25 x 14,14,9.038891640165222,4.325231605453616,0.07805926938262617,0.13267076504483322,0.18746184649822886,0.276007706095145,0.30971941320827895,True
storage_bands,W-rail,LVL 5.25 x 14,14,0.15702483825518898,0.1037784938227376,0.0,0.0008746781869849436,0.0013120172804774153,0.004794842900227939,0.00743132787846313,True
storage_bands,B1,LVL 5.25 x 16,16,32.87267753772204,6.6125235356470355,0.2981877694417481,0.7942286773748242,1.0794732094610016,0.7826077026881408,0.4143185172711175,False
storage_bands,B2,LVL 5.25 x 16,16,43.9785605799034,8.842612798215255,0.5726184978566076,1.0657668510324902,1.5018193837628673,1.0470081186259974,0.5540484209408054,False
storage_bands,E-rail,LVL 5.25 x 16,16,8.270736105835288,7.971293576241847,0.011425458487900308,0.019499071281188753,0.02766895142547069,0.19690339419111869,0.49945448472693277,True
storage_bands,S-header,LVL 5.25 x 16,16,3.1416699790307225,1.512315105760621,0.0007251496947944722,0.03524619760224102,0.04457133712101014,0.0747944891946247,0.09475658557397375,True
storage_bands,N-header,LVL 5.25 x 16,16,8.9448948804661,4.338619600934572,0.05542178016229401,0.09466509437054284,0.13381743360818404,0.21295325350834157,0.2718433333918905,True
storage_bands,W-rail,LVL 5.25 x 16,16,0.17698680960669264,0.11854387884658064,0.0,0.0007703011989002213,0.001155451798350332,0.004213567340641868,0.007427561331239388,True
storage_bands,B1,LVL 5.25 x 18,18,33.0397587117621,6.6447534922426135,0.21270008119018105,0.5693492221589105,0.7742398748298441,0.631535260697349,0.37007816720927955,True
storage_bands,B2,LVL 5.25 x 18,18,44.145650368555906,8.874842754810965,0.4084193258392222,0.7630005111826659,1.0754423482659037,0.8438177487123992,0.49428252602678724,False
storage_bands,E-rail,LVL 5.25 x 18,18,8.394003099398567,7.980567261447841,0.00972217468571282,0.01665181168890782,0.02363477695310171,0.16044635743014202,0.44447603795309615,True
storage_bands,S-header,LVL 5.25 x 18,18,3.1438492055696323,1.531044496421304,0.0005486219137144002,0.026704040852326357,0.03388815281368078,0.06009280046363516,0.08527120559294368,True
storage_bands,N-header,LVL 5.25 x 18,18,8.88966811389166,4.350878130338246,0.04139745713916942,0.07106060630184718,0.10049272091449013,0.16992069823502848,0.24232125482251438,True
storage_bands,W-rail,LVL 5.25 x 18,18,0.19605545076805636,0.13328858610078204,0.0,0.0006984350583295766,0.0010476525874943648,0.003747482882429843,0.007423480150419495,True
storage_bands,B1,LVL 5.25 x 20,20,33.20684850043009,6.676983448840428,0.15772531233097273,0.42427934132389844,0.577267204582495,0.5215505827856783,0.3346858871599212,True
storage_bands,B2,LVL 5.25 x 20,20,44.31274015722587,8.907072711408148,0.30283082589275984,0.567847498895981,0.8005713536200888,0.6959809948099154,0.4464698100956465,True
storage_bands,E-rail,LVL 5.25 x 20,20,8.516895893400807,7.991986302738368,0.008467361312151795,0.014555844599077314,0.02066484189496329,0.13376734671676566,0.40060081717986806,True
storage_bands,S-header,LVL 5.25 x 20,20,3.2277623542797227,1.5497982005116964,0.0004317077305581028,0.021043098178283214,0.026794473460354767,0.050695606869964153,0.07768412032640082,True
storage_bands,N-header,LVL 5.25 x 20,20,8.956449527900507,4.362135207308849,0.03217899618073,0.05550941803695245,0.07853301382395375,0.14067102666808387,0.21865339385006757,True
storage_bands,W-rail,LVL 5.25 x 20,20,0.2141713222415353,0.14801167618780928,0.0,0.0006467318629971954,0.0009700977944957931,0.00336379942618178,0.007419131638486682,True
storage_bands,B1,LVL 7 x 9.5,9.5,32.5942243873663,6.558806941321676,1.0277117272905218,2.714896792172504,3.686611393662964,1.5874938059659094,0.5190982937334132,False
storage_bands,B2,LVL 7 x 9.5,9.5,43.70007759882132,8.78889620389088,1.9739759644442498,3.6512498342919386,5.14299603256669,2.1284016973034037,0.695599224684676,False
storage_bands,E-rail,LVL 7 x 9.5,9.5,7.930089999125765,8.005363204084404,0.019704091485320173,0.033473219885661834,0.047465537073259054,0.38623311310466113,0.633586324027258,True
storage_bands,S-header,LVL 7 x 9.5,9.5,3.22370554232263,1.493019078624102,0.002108981343343923,0.10457311233195028,0.1314124577285291,0.15700979780573524,0.11816534061132583,True
storage_bands,N-header,LVL 7 x 9.5,9.5,9.294369354804964,4.329268969439461,0.16747306514396096,0.28392887532094313,0.40102845389681313,0.4526800087573572,0.342640994811196,True
storage_bands,W-rail,LVL 7 x 9.5,9.5,0.1456600704046328,0.0939841456720857,0.0,0.001394179081546081,0.002091268622319122,0.007094338456893626,0.007438396966528351,True
storage_bands,B1,LVL 7 x 11.875,11.875,32.85875488018221,6.609837705927515,0.5325713614799507,1.4182023693335088,1.9274401041062235,1.0242417277192957,0.41850970832940343,False
storage_bands,B2,LVL 7 x 11.875,11.875,43.9646364308247,8.839926968495801,1.0228653632560956,1.903350815736656,2.6820308741315735,1.3704236615373806,0.5597104530903555,False
storage_bands,E-rail,LVL 7 x 11.875,11.875,8.076656598273583,8.027544681169099,0.013430290262908044,0.02293018345232823,0.03253178828075854,0.25175782644766215,0.508273505732907,True
storage_bands,S-header,LVL 7 x 11.875,11.875,3.2599659655649913,1.5260157036642612,0.0011561415673382411,0.05813725337947227,0.07349936186359725,0.10161654588105541,0.09662149291107314,True
storage_bands,N-header,LVL 7 x 11.875,11.875,9.235757996274815,4.358146771287812,0.09064020468013931,0.15495395879162677,0.21899852269012893,0.2878882283091964,0.27594122809895133,True
storage_bands,W-rail,LVL 7 x 11.875,11.875,0.17989136833233532,0.11742542769812636,0.0,0.001047793547648752,0.0015716903214731282,0.005607401941259364,0.007434930127305192,True
storage_bands,B1,LVL 7 x 14,14,33.095455308010415,6.655496811110539,0.32922736581030965,0.8829520291616054,1.2008938309799728,0.757941437848516,0.35743806719175825,False
storage_bands,B2,LVL 7 x 14,14,44.20134696481112,8.88558607367957,0.6322735561009042,1.1828111345980552,1.6672894757329682,1.0122849847979356,0.4772065560515344,False
storage_bands,E-rail,LVL 7 x 14,14,8.214644981248478,8.04665227056931,0.010396899469256657,0.017836891244496444,0.025315908726618687,0.1881291485660744,0.43215103493927554,True
storage_bands,S-header,LVL 7 x 14,14,3.2826346795858408,1.5552014536351657,0.0007563311643376101,0.03839377546595628,0.048783021800756284,0.07517784015421868,0.08352317151638915,True
storage_bands,N-header,LVL 7 x 14,14,9.159109634363045,4.382286094340008,0.058544452036969626,0.10081180803175147,0.14255948624586146,0.20975897328117632,0.23535371075939895,True
storage_bands,W-rail,LVL 7 x 14,14,0.2093664510069185,0.13837132509698333,0.0,0.0008746781869849435,0.0013120172804774153,0.004794842900227936,0.007431327878463121,True
storage_bands,B1,LVL 7 x 16,16,33.31824169289244,6.698470086572977,0.22364082708131103,0.6037613543702047,0.8217396766043812,0.5949115163868478,0.31477772963218875,True
storage_bands,B2,LVL 7 x 16,16,44.42413334968756,8.928559349141196,0.4294638733924557,0.8074149846134538,1.1384993073307799,0.7932119821578688,0.4195751573844547,False
storage_bands,E-rail,LVL 7 x 16,16,8.347609621521523,8.065420739306985,0.008569093865925229,0.014770562830513194,0.020971102623535465,0.14905015528488083,0.3790141324862305,True
storage_bands,S-header,LVL 7 x 16,16,3.296260152215276,1.5825503234274496,0.0005438622710958541,0.027807285734802793,0.035487459140440644,0.058856140838256035,0.07436796632647791,True
storage_bands,N-header,LVL 7 x 16,16,9.079890529492998,4.403656566575213,0.041566335121720505,0.07206005508834562,0.10195492667179577,0.16212534542840457,0.20693874842928633,True
storage_bands,W-rail,LVL 7 x 16,16,0.23598241280892357,0.1580585051287741,0.0,0.0007703011989002211,0.0011554517983503316,0.004213567340641868,0.007427561331239385,True
storage_bands,B1,LVL 7 x 18,18,33.54102807776903,6.741443362034258,0.1595250608926358,0.4335019730132591,0.5904149907134973,0.4808375440014205,0.28159746708580863,True
storage_bands,B2,LVL 7 x 18,18,44.64691973456279,8.971532624602608,0.3063144943794166,0.5787404397810754,0.8163168457905419,0.6400494100127077,0.3747507361989393,True
storage_bands,E-rail,LVL 7 x 18,18,8.481707936615615,8.085796966207107,0.007291631014284614,0.012629319177024074,0.01793677333034109,0.1215920872706558,0.3377525883962869,True
storage_bands,S-header,LVL 7 x 18,18,3.3191231141144613,1.6098503103941806,0.0004114664352858001,0.021170649251630966,0.027130042528839878,0.04758229243089136,0.0672452092896483,True
storage_bands,N-header,LVL 7 x 18,18,9.037500280137325,4.4238384724116395,0.03104809285437706,0.05418663935220679,0.0767063176245997,0.129559816369899,0.18478857445328484,True
storage_bands,W-rail,LVL 7 x 18,18,0.26140726769074196,0.17771811480104274,0.0,0.0006984350583295766,0.001047652587494365,0.003747482882429845,0.007423480150419496,True
storage_bands,B1,LVL 7 x 20,20,33.7638144626599,6.784416637497805,0.11829398424822954,0.32355513629664784,0.44096884889245724,0.3977237656979036,0.25505325704878967,True
storage_bands,B2,LVL 7 x 20,20,44.86972234981202,9.014505900065524,0.22712311941956984,0.43123136022892816,0.6084471193004801,0.5285467659029643,0.3388911992505836,True
storage_bands,E-rail,LVL 7 x 20,20,8.615668312526571,8.108248305550507,0.006350520984113846,0.011053140529474684,0.015703017041472513,0.10148900827102281,0.3048213648703198,True
storage_bands,S-header,LVL 7 x 20,20,3.42404565552376,1.6371153868063453,0.0003237807979185771,0.01676134014377992,0.021564379860367338,0.04033384123534165,0.06154569123332126,True
storage_bands,N-header,LVL 7 x 20,20,9.122207036496189,4.442956864295944,0.024134247135547498,0.04240126338051933,0.06005356014717281,0.10745582487558059,0.1670284535449603,True
storage_bands,W-rail,LVL 7 x 20,20,0.2855617629887138,0.1973489015837458,0.0,0.0006467318629971952,0.0009700977944957928,0.00336379942618178,0.0074191316384866835,True
storage125,B1,W8x18,8.14,51.509471623652466,10.099195780314437,1.41296470383725,2.330709059291904,2.330709059291904,1.3582234359710468,,False
storage125,B2,W8x18,8.14,72.1314823151212,14.097065716940978,2.35567769792723,3.2680360561523245,3.2680360561523245,1.9019932968355642,,False
storage125,E-rail,W8x18,8.14,11.209271358190634,11.581835231932576,0.008370871571272866,0.011751751672812316,0.011751751672812316,0.29557078686597404,,True
storage125,S-header,W8x18,8.14,3.4679749658613086,1.6451366896810082,0.001980712395675818,0.05340404499932201,0.05340404499932201,0.09144502409981661,,True
storage125,N-header,W8x18,8.14,10.569092707150796,4.839502392879492,0.1022273911890388,0.16040316723367717,0.16040316723367717,0.2786902866464499,,True
storage125,W-rail,W8x18,8.14,0.14153570956996364,0.0894264394955722,0.0,0.0005087427243083953,0.0005087427243083953,0.0037320731839237784,,True
storage125,B1,W8x24,7.93,51.84477966815923,10.163880292506402,1.0575878496677844,1.755939692010459,1.755939692010459,0.9942290761243168,,False
storage125,B2,W8x24,7.93,72.46682628123168,14.16175022913644,1.7631976965138518,2.457518181800786,2.457518181800786,1.3896987547137636,,False
storage125,E-rail,W8x24,7.93,11.262285713736553,11.655984283250257,0.006265501212355386,0.008837855979618583,0.008837855979618583,0.21597723033806748,,True
storage125,S-header,W8x24,7.93,3.593459012398192,1.6986041193680648,0.0014825404751189013,0.04159539902323759,0.04159539902323759,0.06891188383584666,,True
storage125,N-header,W8x24,7.93,10.678883852031342,4.889024925707409,0.07651602798792627,0.12126793944071937,0.12126793944071937,0.20478931329637137,,True
storage125,W-rail,W8x24,7.93,0.1887142794266184,0.11923525266076297,0.0,0.0005077174467503374,0.0005077174467503374,0.003618980057138213,,True
storage125,B1,W8x40,8.25,52.73902212874031,10.336372325027261,0.599058323065245,1.0118977435172691,1.0118977435172691,0.5954309878647638,,True
storage125,B2,W8x40,8.25,73.36109368613445,14.33424226165568,0.9987428048061339,1.4092987099943919,1.4092987099943919,0.8282570802648644,,False
storage125,E-rail,W8x40,8.25,11.403657328524222,11.85371508677117,0.0035490202072725368,0.0050692469321509965,0.0050692469321509965,0.12874889738795797,,True
storage125,S-header,W8x40,8.25,3.9280831364966033,1.8411839318668255,0.0008397677896735146,0.026012902757476863,0.026012902757476863,0.04434861186219263,,True
storage125,N-header,W8x40,8.25,10.971660238379503,5.021085013248461,0.04334161311370892,0.070515516198871,0.070515516198871,0.12387158939556352,,True
storage125,W-rail,W8x40,8.25,0.31452379904436345,0.1987254211012727,0.0,0.00047931772655539787,0.00047931772655539787,0.003551017990337489,,True
storage125,B1,W10x33,9.73,52.34778750161061,10.260907060800783,0.5114766968861156,0.8575099132626266,0.8575099132626266,0.5994569494470152,,True
storage125,B2,W10x33,9.73,72.96984223039388,14.258776997426496,0.8527277748637168,1.1968113232372466,1.1968113232372466,0.8356089361697676,,False
storage125,E-rail,W10x33,9.73,11.34180724705402,11.767207860231466,0.0030301576038701196,0.004304541409154618,0.004304541409154618,0.12987989556055002,,True
storage125,S-header,W10x33,9.73,3.781685082203554,1.7788052638985443,0.0007169947210077962,0.021294053624954956,0.021294053624954956,0.043305696598490984,,True
storage125,N-header,W10x33,9.73,10.843570569352178,4.963308724949224,0.03700511996842984,0.05952463392819772,0.05952463392819772,0.1241743738341815,,True
storage125,W-rail,W10x33,9.73,0.2594821342116,0.16394847240855087,0.0,0.00033762467931928514,0.00033762467931928514,0.0029714411254859797,,True
storage125,B1,W10x39,9.92,52.68313146771611,10.32559157299336,0.4184809338159128,0.7061220905598335,0.7061220905598335,0.5015534226190169,,True
storage125,B2,W10x39,9.92,73.30519871765287,14.323461509625158,0.6976863612521318,0.9837323350845226,0.9837323350845226,0.6978794215210278,,True
storage125,E-rail,W10x39,9.92,11.394821602603038,11.841356911551927,0.0024792198577119158,0.0035384394350861945,0.0035384394350861945,0.10848086694354624,,True
storage125,S-header,W10x39,9.92,3.907169128740455,1.832272693585687,0.0005866320444609241,0.018064652074789467,0.018064652074789467,0.03719699256055045,,True
storage125,N-header,W10x39,9.92,10.953361714232747,5.012831257777129,0.030276916337806232,0.04917997579763008,0.04917997579763008,0.10427808491839631,,True
storage125,W-rail,W10x39,9.92,0.3066607040682548,0.19375728557374017,0.0,0.0003264635328955072,0.0003264635328955072,0.0029194681755476603,,True
storage125,B1,W10x49,9.98,53.24203807790123,10.43339909331895,0.3215533645864918,0.5483641661476668,0.5483641661476668,0.39083166413228587,,True
storage125,B2,W10x49,9.98,73.86414840245746,14.431269029948796,0.5360898878738807,0.7616749790361229,0.7616749790361229,0.542211550910347,,True
storage125,E-rail,W10x49,9.98,11.48317886184406,11.964938663751111,0.0019049887877271706,0.002740058615974913,0.002740058615974913,0.0842941041726575,,True
storage125,S-header,W10x49,9.98,4.116309206301947,1.9213850763973386,0.00045075771063357773,0.014703042181019036,0.014703042181019036,0.030216423624282427,,True
storage125,N-header,W10x49,9.98,11.136346955700331,5.095368812490277,0.0232642482154467,0.038401173437534866,0.038401173437534866,0.08174812930118484,,True
storage125,W-rail,W10x49,9.98,0.38529165382934555,0.24343864084905933,0.0,0.0003151690271854155,0.0003151690271854155,0.0028282947775604707,,True
storage125,B1,LVL 5.25 x 9.5,9.5,51.29713896894154,10.058234537603113,3.4545523634408033,5.674680294955862,7.997708716306071,3.331219642235405,1.0614150679438716,False
storage125,B2,LVL 5.25 x 9.5,9.5,71.91912691327667,14.056104474248926,5.759172402015234,7.966085406817903,11.50395648506523,4.670404881078919,1.4832981901331146,False
storage125,E-rail,LVL 5.25 x 9.5,9.5,11.510139025887918,11.415097685223195,0.04675594016792365,0.06485398456550978,0.09362191984128641,0.7474647120400463,1.2046007318531269,False
storage125,S-header,LVL 5.25 x 9.5,9.5,3.2624571311716397,1.578085036361997,0.005434220473131898,0.1375661824211503,0.17241965927253033,0.211862912742367,0.16653054070565856,True
storage125,N-header,LVL 5.25 x 9.5,9.5,10.208977088091416,4.787750087037647,0.2718249726578255,0.4237083671047613,0.6024094052110065,0.6629676759082429,0.5052367853357232,True
storage125,W-rail,LVL 5.25 x 9.5,9.5,0.10924505280347464,0.07048810925406415,0.0,0.0013941790815460815,0.0020912686223191223,0.007094338456893628,0.007438396966528336,True
storage125,B1,LVL 5.25 x 11.875,11.875,51.4955368384855,10.096507611047906,1.7899354870071746,2.9517031390823907,4.161070108764867,2.140226262928948,0.8523631276969608,False
storage125,B2,LVL 5.25 x 11.875,11.875,72.1175460371743,14.094377547687861,2.983965603291226,4.138872514869112,5.977648306339119,2.9973056991493503,1.1898696254478605,False
storage125,E-rail,LVL 5.25 x 11.875,11.875,11.695533302047583,11.406808552900365,0.031858926756563696,0.04430098943761789,0.06396683495944844,0.4860826601441549,0.9629808038327706,True
storage125,S-header,LVL 5.25 x 11.875,11.875,3.2714828072174726,1.5960239864500996,0.002983199215811488,0.07594687954551087,0.09564496171078475,0.13596738382761325,0.13473886707928553,True
storage125,N-header,LVL 5.25 x 11.875,11.875,10.114968350964283,4.80589614240815,0.14694389238103217,0.23040244057690787,0.32769377353561346,0.42039217847807475,0.40572134693855905,True
storage125,W-rail,LVL 5.25 x 11.875,11.875,0.1349185262492515,0.08806907077359481,0.0,0.0010477935476487512,0.001571690321473127,0.0056074019412593636,0.007434930127305194,True
storage125,B1,LVL 5.25 x 14,14,51.67305072191148,10.130751939938644,1.1063464684930755,1.8307483216951341,2.5814101988594533,1.5778660442523202,0.7254387354055599,False
storage125,B2,LVL 5.25 x 14,14,72.29507893771384,14.128621876581155,1.8443147932938717,2.5644672000237376,3.7041311651501205,2.207571425117902,1.0117165683194524,False
storage125,E-rail,LVL 5.25 x 14,14,11.87064748301892,11.398995286285707,0.024658751566957925,0.034372591216400676,0.04963964930443305,0.3624769841352219,0.816254585484118,True
storage125,S-header,LVL 5.25 x 14,14,3.270862209485564,1.6119634520311137,0.0019530144998044085,0.049862185366701374,0.06304975618581456,0.09987764112380777,0.11542881862020149,True
storage125,N-header,LVL 5.25 x 14,14,10.00504571554252,4.820320889856327,0.0947781883623422,0.14938968402454925,0.2125402249678029,0.30550977124817846,0.34517156389948633,True
storage125,W-rail,LVL 5.25 x 14,14,0.15702483825518898,0.1037784938227376,0.0,0.0008746781869849436,0.0013120172804774153,0.004794842900227939,0.00743132787846313,True
storage125,B1,LVL 5.25 x 16,16,51.840122612131275,10.162981896537614,0.7514116941648398,1.247452602097916,1.759309096545639,1.2341702077050518,0.6367783143193994,False
storage125,B2,LVL 5.25 x 16,16,72.46216872636808,14.160851833180805,1.2525887895377177,1.7457371427136001,2.521774821284532,1.7251241957296652,0.8872714181190982,False
