case,member,candidate,depth,M_kipft,V_kip,live_deflection_in,total_deflection_in,wood_sustained_screen_in,flexural_screen_ratio,shear_screen_ratio,passes_limited_screen
occupied40,B1,LVL 5.25 x 9.5,9.5,30.06174465475093,5.893255056318723,1.105677315669236,3.3258052471842943,4.474396144648719,1.9521999917851913,0.6218973809596331,False
occupied40,B2,LVL 5.25 x 9.5,9.5,36.817421752818994,7.171209561046307,1.876404355049667,4.083317359852335,5.6798044146168785,2.3909114813150443,0.7567560544568059,False
occupied40,E-rail,LVL 5.25 x 9.5,9.5,5.901426136783019,6.048945782953519,0.015051953202660026,0.033149997600246166,0.04606593939339097,0.3832367079176821,0.6383269524288109,True
occupied40,S-header,LVL 5.25 x 9.5,9.5,3.0722257422601222,1.39904372915116,0.0017393410907904565,0.13387130303880884,0.16687734019901818,0.1995093477668339,0.14763685309602004,True
occupied40,N-header,LVL 5.25 x 9.5,9.5,5.804643111240889,2.6999616374004383,0.08512560707757402,0.23700900152450977,0.3223603568406293,0.37695164948750104,0.28491878511019003,True
occupied40,W-rail,LVL 5.25 x 9.5,9.5,0.10924505280347464,0.07048810925406415,0.0,0.0013941790815460815,0.0020912686223191223,0.007094338456893628,0.007438396966528336,True
occupied40,B1,LVL 5.25 x 11.875,11.875,30.260142524337983,5.931528129769476,0.5728933792250643,1.7346610313002804,2.3355069470917007,1.2576536866426022,0.5007489781100732,False
occupied40,B2,LVL 5.25 x 11.875,11.875,37.01584087678836,7.209482634495148,0.9721750872143806,2.1270819987922662,2.9599625322238516,1.538429923303452,0.6086359169076501,False
occupied40,E-rail,LVL 5.25 x 11.875,11.875,6.007048803500304,6.065023626742559,0.01025644870344824,0.022698511384502438,0.03156311787977525,0.24966131826669147,0.5120188789229967,True
occupied40,S-header,LVL 5.25 x 11.875,11.875,3.0885199400290033,1.4238236408609533,0.00095474823177932,0.0739184285614787,0.09260228523473649,0.12836319213376354,0.12020144178222002,True
occupied40,N-header,LVL 5.25 x 11.875,11.875,5.777986141967585,2.7228341326200907,0.04608575186128976,0.12954430005716544,0.1764065627559999,0.24014115488619553,0.22986596027923203,True
occupied40,W-rail,LVL 5.25 x 11.875,11.875,0.1349185262492515,0.08806907077359481,0.0,0.0010477935476487512,0.001571690321473127,0.0056074019412593636,0.007434930127305194,True
occupied40,B1,LVL 5.25 x 14,14,30.43765640774082,5.965772458657675,0.35410117920528356,1.0785030324073421,1.4530422649277661,0.9294311801108364,0.42719459066650023,False
occupied40,B2,LVL 5.25 x 14,14,37.19337377728954,7.243726963384181,0.600854276327847,1.321006683057713,1.8389403897010834,1.1357208590257375,0.5187058333966474,False
occupied40,E-rail,LVL 5.25 x 14,14,6.106377639054662,6.07899064498006,0.007938577238707261,0.017652416888150013,0.02455938781205704,0.18646172028624486,0.4353018721790232,True
occupied40,S-header,LVL 5.25 x 14,14,3.094043138738281,1.4455455030924917,0.0006250149072447973,0.048534185774141765,0.06105775679697513,0.0944783700567701,0.10351203029663386,True
occupied40,N-header,LVL 5.25 x 14,14,5.738626272090801,2.7422106530888466,0.02976735283979974,0.08437884850200679,0.11502397168398923,0.1752322227715259,0.19636309724946988,True
occupied40,W-rail,LVL 5.25 x 14,14,0.15702483825518898,0.1037784938227376,0.0,0.0008746781869849436,0.0013120172804774153,0.004794842900227939,0.00743132787846313,True
