case,group,Ncomp,Ntension,M,V,T,ratio
strength floor,N2,19715.084212013033,0.0,73191.65668188994,914.6929647142924,493.1560577932095,0.592729152941144
strength floor,O2,997.6657240171917,0.0,294630.99924484146,11845.731705062,2824.027574304003,0.757968385003824
strength floor,T-SO,10.454945606179535,0.8311680755577981,57463.72482327768,1674.6671685013264,38092.91334964099,0.12617661411656508
strength floor,T-N,12136.676940705707,10167.89522529117,17561.20187819827,6412.373169064042,3485.4340194428846,0.5598003714016735
strength roof,B3,252.92338615842164,0.0,183786.45640781944,3793.5912728266703,16532.036739478837,0.19185877094575687
strength roof,W1,2583.5677892172303,0.0,32936.88531364228,383.4738813739835,707.0785893163022,0.20987298941031823
strength roof,S2,5980.98186232383,0.0,22959.400703109608,421.1037045241953,1113.2897832109295,0.1834592511386237
strength roof,W4,6443.826922576181,0.0,11183.166509504812,105.51611460011766,798.0988802536677,0.12145311702508318
strength roof,B2,0.0,83.48056385433301,250012.49982575414,5396.265987518259,7729.470742457377,0.25983015198652354
strength roof,T1,8141.588703800317,8677.316814032372,195992.29129874878,6791.516243528735,1886.9794418879133,0.8913773326759887
strength roof,T-W,5564.7536445920405,4702.344647623388,110108.78437838354,5235.419939945866,36654.674799624496,0.5258439661675174
strength roof,B-WO,208.42142086842796,173.93792828571168,48859.4376560615,2181.2465363620445,4569.774031488094,0.6995011162288067
strength roof,S3,11405.781662908132,0.0,28808.08615426613,458.15284563866976,1430.4474739571622,0.2653868227828477
strength roof,S1,119.06581499999992,0.0,0.0,0.0,0.0,0.0010667314262271792
strength roof,T-S,1869.2600121202267,1181.0053862918285,7281.268741797001,504.968576643123,269.4114401796554,0.39184104735123815
strength roof,N1,5874.845713056355,0.0,7370.59859577366,111.71954089188254,951.4208665608469,0.09463148132481383
strength roof,T-E,12638.900069955607,12417.36143228051,32708.52385378067,4335.701637546669,62699.84397393743,0.5726404940036014
strength roof,W2,12592.573091778097,0.0,89728.54229895184,1119.5336462773566,72.42481845515094,0.6231446006528871
strength roof,O3,573.2921661431319,0.0,54064.55751548773,3042.556933869886,1560.3315944794638,0.7397218449311141
strength roof,W3,3739.6756702630505,0.0,51819.99644671525,626.7013259430748,385.6981808914821,0.3278268366126593
strength roof,N2,18123.207512156372,0.0,55339.05854007904,711.8455330213034,514.8888928367684,0.4767430456991729
strength roof,O2,1036.534841564484,0.0,314763.74760692683,12598.5484103169,839.7356821323057,0.8096542985138364
strength roof,T-SO,11.894651885842904,14.121172582730651,73081.92873431463,2143.525631136691,47621.01275585684,0.15817566243955566
strength roof,T-N,9687.901894885188,8090.646333669167,14167.90090122085,5066.548313815888,2539.364415752377,0.4956659633287621
uplift sensitivity,B3,18.248783998998988,0.0,25450.091679974816,511.9079735136643,949.5475792735874,0.026500866027101586
uplift sensitivity,W1,317.5937026180775,0.0,2726.7777335621267,26.36097012504232,82.30274198207191,0.01767141821449933
uplift sensitivity,S2,387.01748426375616,0.0,2581.67695946868,46.325413429217456,124.79893090635987,0.01746661295852356
uplift sensitivity,W4,752.492429657638,0.0,435.78903816333127,3.3467096538559233,74.12384522374995,0.009028515508235017
uplift sensitivity,B2,0.0,13.027141908038175,38887.54173930883,798.6226042811535,1157.166040877975,0.0404147103174982
uplift sensitivity,T1,1211.8142820725386,871.812789997842,18646.495588981434,626.8310559832363,165.7193273998087,0.08623499362232988
uplift sensitivity,T-W,483.8232101307692,641.2910937633432,11496.60448968889,472.39801868884365,3641.2111065590284,0.04724964529480251
uplift sensitivity,B-WO,6.763559420713136,19.476697935780976,3861.302532235321,177.27504661008817,418.3569768548242,0.053536447405881836
uplift sensitivity,S3,548.7452045584362,0.0,2452.825499904575,38.17266397699141,135.56925929613496,0.018684366075275398
uplift sensitivity,S1,89.29936124999998,0.0,0.0,0.0,0.0,0.0008000485696703848
uplift sensitivity,T-S,426.7286207544712,344.4295538632741,1154.8716292708739,86.85445079257319,35.40378522039919,0.0544081430239006
uplift sensitivity,N1,1233.0706040981408,0.0,324.5061973882898,3.7682247495634926,59.16820000986173,0.012896333005775638
uplift sensitivity,T-E,789.0026780266764,793.6631955339333,5149.199267519432,727.2700702764358,5761.116486577147,0.057894142736537466
uplift sensitivity,W2,1302.966961654782,0.0,8565.073285880311,108.98424859956349,25.84941189335384,0.05976619061834473
uplift sensitivity,O3,49.95251306706996,0.0,4053.5607744701497,176.33320968184597,111.70141518788591,0.05554840497271271
uplift sensitivity,W3,433.0567091880358,0.0,4390.782745126153,53.75048998083869,50.020248555813765,0.02818738148833055
uplift sensitivity,N2,1420.9987734162,0.0,6990.453743097936,83.36048486914981,36.75918995078136,0.05185146710204887
uplift sensitivity,O2,100.94527730176924,0.0,28378.791576663534,1158.3838485820486,191.52436660510764,0.07302516123293931
uplift sensitivity,T-SO,5.818883926229319,17.997260684074718,10948.245184766707,240.5134352444852,3609.057101916509,0.0184841516176631
uplift sensitivity,T-N,928.7548651225076,692.715786494311,3445.879425672654,466.83262674937407,179.64347418217633,0.1580096243607817
lateral X sensitivity,B3,295.975766364485,0.0,86050.41028164247,1923.0399844158526,10531.819069087638,0.09053963173129487
lateral X sensitivity,W1,1231.3671271488531,0.0,25668.680517475994,292.77580362393735,1276.2338172721825,0.15729232094545856
lateral X sensitivity,S2,2988.319880131035,0.0,36927.19064838894,628.6158724133666,2107.823079937852,0.23718422231145356
lateral X sensitivity,W4,3068.9003709863,0.0,27750.599052176258,323.80982018893036,549.835264853393,0.1856178857953967
lateral X sensitivity,B2,0.0,261.9521214645356,178271.41409846238,3545.286385741435,4487.221927275533,0.18578540269679417
lateral X sensitivity,T1,4251.078194334701,4468.625155546618,103288.27847535093,3391.6788295826304,1215.396358197322,0.48211852851076764
lateral X sensitivity,T-W,2528.640579917016,2568.782162340629,81852.68762928346,3173.6583119335723,18920.427766633373,0.33764578075507934
