column,case,Fx_lb,vertical_Fy_lb,Fz_lb,Mx_lb_in,My_lb_in,Mz_lb_in
W1,service40,21.942408629781696,9852.468558309305,59.376308559816756,2661.094175783598,-80.60417201222758,-1239.243199340014
W1,service_patches,22.96158914650941,9894.78631566973,60.03877267925556,2695.979120166341,-82.80958662090121,-1293.8182039321275
W1,typical30,13.575637208064139,5867.064413091879,39.74301475396234,1777.6052513829782,-87.54683329762278,-723.3861077726447
W1,storage125_sensitivity,22.883421587639614,13415.049320389982,96.49629375808719,4375.837379840392,-316.2851647502481,-1175.350051643789
W1,live_only,0.44282846220796546,1676.5085894307601,17.468228289394464,806.9379763113732,-110.90871232736528,30.067436010179655
W1,machine200,13.566054096786667,6320.45314475296,44.481732052746935,1996.6482591654817,-119.06287868731131,-707.1743926957757
W1,uplift20_sensitivity,-0.30995331285210836,-800.467206084903,0.7188693199073801,21.68662554833193,-37.289005541383254,75.8118484963089
W1,strength_screen,22.35945620903434,10064.880166262108,68.6124386690174,3094.676030991395,-168.8861242611205,-1196.0225284038402
W1,HB0.25,10.870784532710898,6302.175569317162,45.89838618392948,2081.4797205218206,-144.67030772783306,-535.2861046105388
W1,HB0.5,11.02730124630841,6302.981267324155,45.3740922404384,2050.6695326136182,-146.42883800002073,-542.9857363964784
W1,HB0.75,12.264884113283381,6301.584773150222,44.73477785548712,2013.4373626060908,-133.738814240061,-621.3084276975217
W1,HT0.25,18.082697688698698,7380.238885619728,53.03744222624923,2360.1882927154115,-118.80305011181625,-969.9986582542101
W1,HT0.5,16.208040113679644,7011.365230311763,49.97991659621603,2230.002555846019,-133.8331455651592,-863.485049885855
W1,HT0.75,14.760524329271442,6645.513487795788,47.00946616399951,2103.018674448687,-138.04743917428266,-775.3255870681759
W1,storage125_strength_sensitivity,22.23439516191637,15697.301011070478,126.94447233792688,5782.44923824699,-542.4469882269086,-1006.4739213912412
W1,strength_roof,30.563926490063707,12956.48908110673,74.52688361430256,3339.51214784735,-62.88078215368272,-1757.029638546436
W1,strength_HB0.25,17.854562460060333,10090.454595179,71.47374147467607,3258.099978322776,-215.92018091525009,-907.0896158271903
W1,strength_HB0.5,18.10498449136174,10091.743684964427,70.63487128715225,3208.8036889390223,-218.7338707928478,-919.4087352181908
W1,strength_HB0.75,20.085116029467837,10089.509287827985,69.61196830618954,3149.232220020556,-198.42984201322676,-1044.7249764156848
W1,strength_HT0.25,29.3936261438545,11815.355912429124,82.89623119481347,3704.0336960064787,-174.53254621306365,-1602.6298651797479
W1,strength_HT0.5,26.394172024849645,11225.158050634132,78.00419030675852,3495.736526503764,-198.5807169873825,-1432.2079684059045
W1,strength_HT0.75,24.078151342483054,10639.795294799611,73.25146929117338,3292.562291038805,-205.32354513901515,-1291.1531098815512
W1,lateral_HX,-69.34797648899065,3234.123567055301,21.1253156644508,1026.489693414962,-529.4693630008557,4346.626902704158
W1,strength_lateral_HX_1,-66.21116299190079,5674.1305705685345,42.7145268128596,2019.8521388485094,-639.478008308933,4220.434028471776
W1,strength_lateral_HX_-1,89.23294067592686,6417.69059522458,35.04908062402603,1482.26778016896,450.51646076126053,-5489.67936385782
W1,strength_lateral_HX_2,-143.93321748769534,5302.3505443842105,46.5472499313026,2288.644321411424,-1184.4752660006018,9075.49088954143
W1,strength_lateral_HX_-2,166.9549975046983,6789.470633467135,31.216357490188,1213.4755951573397,995.5137387157062,-10344.736369481077
W1,lateral_HZ,-10.187494999492106,3625.090479188206,13.5988079451938,511.1320491173991,-122.53590679236147,657.6133177265817
W1,strength_lateral_HZ_1,-7.050681278174053,6065.097485355324,35.18801903817759,1504.4944905812142,-232.5445497890911,531.4204298490343
W1,strength_lateral_HZ_-1,30.072453951936026,6026.723653451881,42.575588465842806,1997.6254360791359,43.5829585725697,-1800.6654549342368
W1,strength_lateral_HZ_2,-25.612251926342367,6084.284383764932,31.494234411409078,1257.9290256551392,-370.60833072334157,1697.4635598779273
W1,strength_lateral_HZ_-2,48.63402293663786,6007.536738574701,46.269373368552216,2244.190921201647,181.6467233781429,-2966.7084830952285
W1,basic_Dfloor,0.13284838605776,502.95257571834605,5.24046849871859,242.08139381211612,-33.27261509480265,9.020240208823651
W1,basic_Droof,3.9344144489685213,1819.8634295334268,7.041785529928526,314.7268890325172,16.269345507142443,-250.16634163673172
W1,basic_Dsteel,4.439656660679431,1786.0401260840063,10.250807133467744,442.97063402637957,-0.7415111733069121,-258.2631896942818
W1,basic_Dwall,4.736598424198908,500.82685029839416,4.108782357903654,172.6228499093319,13.379499645166778,-246.5275211816921
W1,basic_HB0.25,-2.815562064844002,15.983998570265662,1.7883143295286974,102.13997441528413,-29.396315864400083,180.58328524061693
W1,basic_HB0.5,-2.6590447903872523,16.789699308414168,1.2640203888985417,71.32978636979976,-31.154841313825813,172.88361867315956
W1,basic_HB0.75,-1.4214656341191383,15.393183967548321,0.6247060946896338,34.09762487206309,-18.464850169970752,94.56115699887455
W1,basic_HT0.25,4.396352847949569,1094.0473224819675,8.927370407930583,380.8485480987926,-3.5290433036795257,-254.12937747836324
W1,basic_HT0.5,2.5216949750384865,725.1736659332973,5.8698447667470965,250.6628106405722,-18.55914119691177,-147.6157505744844
W1,basic_HT0.75,1.0741801218157772,359.3219301374299,2.899394265276711,123.67892386641006,-22.77342634753023,-59.456345171383425
W1,basic_HX,-77.72205254931775,-371.78001505709625,3.832723066968581,268.7921778478049,-544.9972405431881,4855.056740637848
W1,basic_HZ,-18.561568573633924,19.18691064352045,-3.6937846943095516,-246.56547083293785,-138.06376258403307,1166.0430017287833
W1,basic_L125,1.3838416482611324,5239.089354138304,54.58821344043187,2521.6811769317583,-346.5897028494286,93.96056975926328
W1,basic_L30,0.3321214038938573,1257.3814418635382,13.101171231900036,605.2034832444231,-83.18153382757883,22.55057339622917
W1,basic_L40,0.44282846220796546,1676.5085894307601,17.468228289394464,806.9379763113732,-110.90871232736528,30.067436010179655
