id,family,group,section,case,ratio,Nc,Nt,My,Mz,V,T,Pc,Pt,Mmajor,Mminor,Vc,Tc,Lb
M099,B-WO:beam,B-WO,HSS2x2x0.125,strength T1@0/8,0.48414516740979086,183.63471249283563,0.0,5922.516574433523,1013.1424629935032,362.1953082134191,819.9169029186007,1099.5170040435523,37800.0,21870.0,21870.0,12656.25,12656.25,316.0
M100,O2:beam,O2,HSS6x6x0.375,strength T1@0/8,0.76859177969476,716.0546576809535,0.0,452369.1175332927,2909.398860794461,15899.060912608407,4097.632471003154,336234.1630849096,341100.0,594000.0,594000.0,113906.25,341718.75,32.0
M101,O3:beam,O3,HSS3x3x0.125,strength B2@0/8,0.8989716862049455,563.8561525112866,0.0,43669.06637414358,3925.712468748488,2704.901828432938,1073.318832251472,55386.99920016883,58500.0,53550.0,53550.0,19406.25,29109.375,32.0
M102,columns,W1,HSS4x4x0.188,strength T1@1/8,0.061740816228860726,279.63786434577736,0.0,2082.8014713214684,6105.204291040773,48.91094983516291,6.010016967572369,86463.68280579065,116100.0,139950.0,139950.0,38699.424,77398.848,98.5
M103,columns,W2,HSS4x4x0.188,strength T1@1/8,0.6244211073646904,15764.728288488628,0.0,5112.050575444456,56758.91552291934,761.4743942661247,410.6283816839597,86463.68280579065,116100.0,139950.0,139950.0,38699.424,77398.848,98.5
M104,columns,W3,HSS4x4x0.188,strength B2@0/8,0.3697452076134886,3370.17009535618,0.0,4103.066087010002,42187.82296215377,593.9037574224456,231.79793167406086,86463.68280579065,116100.0,139950.0,139950.0,38699.424,77398.848,98.5
M105,columns,W4,HSS4x4x0.188,strength B2@0/8,0.12552216836128777,6240.425577717064,0.0,6834.0301504333265,632.0529152270485,74.70037144908693,291.7309383654615,86463.68280579065,116100.0,139950.0,139950.0,38699.424,77398.848,98.5
M106,columns,S1,HSS4x4x0.188,strength floor,0.0010624013113844383,91.8591300000001,0.0,0.0,0.0,0.0,0.0,86463.68280579065,116100.0,139950.0,139950.0,38699.424,77398.848,98.5
M107,columns,S2,HSS4x4x0.188,strength roof,0.14376851600702897,3864.6679264290133,0.0,345.17876372388145,13519.878774820334,220.0803911259159,594.947929485803,86463.68280579065,116100.0,139950.0,139950.0,38699.424,77398.848,98.5
M108,columns,N1,HSS4x4x0.188,strength B2@0/8,0.21504084636994586,10208.099406715528,0.0,3159.341224508694,10412.809337296836,180.27346803516048,540.0448977187286,86463.68280579065,116100.0,139950.0,139950.0,38699.424,77398.848,98.5
