case,node,CAD_x_in,CAD_y_in,CAD_z_in,FX_lb,FY_lb,FZ_lb,MX_lb_in,MY_lb_in,MZ_lb_in
service40,N161,224.25,69.75,120.0,620.6897266295273,860.3270688571502,21.638642443111166,-82.57563898223452,2680.308274091544,-9142.70312216226
service40,N231,-32.0,69.75,150.143,7.436485826969147,1504.6646591126919,-28.85889106988907,-322.047691822052,-44.68479249201482,-305.44569036364555
service40,N245,224.25,69.75,150.143,-86.09007757902145,1988.856025338173,-16.11024558544159,-429.1458817720413,-84.81334452878218,2062.4915376901627
service40,N246,-32.0,69.75,116.0,-281.2298231124878,-130.58916825056076,2.710739016532898,1238.8425693511963,2794.127500240691,854.5152568817139
service40,N370,-32.0,69.75,117.5,176.33025217056274,-395.63702085614204,30.10701423883438,1178.5492569804192,46.688142283353955,-3181.6943974494934
service40,N371,-32.0,69.75,142.022,-5.234370882414188e-13,-2.281627018979308,-5.277533540062207e-13,7.404964370992551e-13,3.6757207700527685e-14,5.110202987472471e-12
service40,N401,-32.0,69.75,193.643,-11.509890971405742,1370.0812552292334,-25.19093473047806,1155.422393518683,-239.01640640836774,2436.618400457509
service40,N426,224.25,69.75,121.5,-75.15841099130921,-144.98059170809574,3.201821267721243,156.05129623308312,62.65152570713326,1235.3812682374846
service40,N427,224.25,69.75,144.689,3.838506850510451e-11,-3.1920965085286825,-5.24633359404027e-11,8.136974964584886e-11,-7.817115702321134e-14,8.968849128548065e-12
service40,N466,224.25,69.75,193.643,116.56963399238255,698.0257750511062,-7.361470380913592,-58.92653036400534,-174.38849448138933,-2706.5196890250368
service40,N547,-32.0,69.75,120.0,-176.330252885521,392.0258376816203,-30.107013688193224,-1103.2817229937434,-46.68814228278113,2740.8687636293294
service40,N548,-32.0,69.75,147.143,176.33025309443474,-401.7950375676155,30.107014060020447,286.08705043792725,46.68814228288829,2045.263295531273
service40,N555,224.25,69.75,147.143,-467.03789657354355,-433.8079756498337,19.863326251506805,458.74929916858673,399.84643534501083,-4299.53554725647
service_patches,N161,224.25,69.75,120.0,680.6091221687384,1216.0798188894987,22.868936415179633,-86.67113336746115,2839.218476353175,-10098.925705978181
service_patches,N231,-32.0,69.75,150.143,10.11643186211586,1527.991694226861,-29.137592911720276,-325.8617693185806,-45.65450882958248,-363.23404517769814
service_patches,N245,224.25,69.75,150.143,-88.7960661649704,2296.3634100705385,-18.393716394901276,-469.24611926078796,-109.92239256866742,2132.4688818454742
service_patches,N246,-32.0,69.75,116.0,-287.61378240585327,-128.86412918567657,1.7099494338035583,1249.2020486593246,2956.5735794561915,823.816764831543
service_patches,N370,-32.0,69.75,117.5,187.36701583862305,-398.30507546663284,30.455316483974457,1188.573062479496,52.592423390131444,-3375.358498573303
service_patches,N371,-32.0,69.75,142.022,-2.4231149336552203e-12,-2.281627018982166,7.155736368647378e-13,-7.317269381068266e-13,-7.260119479464618e-15,4.258255649165906e-12
service_patches,N401,-32.0,69.75,193.643,-18.607170241762827,1391.015673614871,-25.71544808503226,1159.7172964035983,-218.5385827039363,2609.5479660816673
service_patches,N426,224.25,69.75,121.5,-80.4770183893852,-224.41820951737463,3.6153398220194504,176.28536307497416,70.55176720382042,1362.3219359067734
service_patches,N427,224.25,69.75,144.689,9.712562242883692e-11,-3.1920965086980635,1.1964539236407902e-11,1.0427979792209608e-10,-1.385249362287966e-15,-6.600332802114037e-11
service_patches,N466,224.25,69.75,193.643,97.48943959009983,804.768222048227,-7.8314788953597585,-38.48582631352664,-181.3444709072702,-2914.7314197622945
service_patches,N547,-32.0,69.75,120.0,-187.36701621479162,394.69389225057375,-30.455316697605646,-1112.4347701727443,-52.59242338959272,2906.940956676872
service_patches,N548,-32.0,69.75,147.143,187.36701628565788,-404.46309216320515,30.45531690120697,285.78610849380493,52.59242338949116,2178.7619648575783
service_patches,N555,224.25,69.75,147.143,-500.08797270059586,-664.6765100359917,22.428695678710938,518.4928010702133,450.266331192106,-4358.223379850388
typical30,N161,224.25,69.75,120.0,522.967656593537,703.8487431037938,16.531441227998585,-63.25330772541929,2059.084643369665,-7353.212849300588
typical30,N231,-32.0,69.75,150.143,4.321913853287697,1265.6087176948786,-19.364383697509766,-214.03476709127426,-39.03291793249082,-231.19834157824516
typical30,N245,224.25,69.75,150.143,-60.16396123170853,1801.8109321594238,-12.867358803749084,-292.46492820978165,-61.74320791999344,1535.7313197255135
typical30,N246,-32.0,69.75,116.0,-229.79422187805176,-91.03331020474434,-0.801535427570343,804.817556977272,2148.4802284268662,987.463029384613
typical30,N370,-32.0,69.75,117.5,148.87165069580078,-320.15072470903397,19.934353351593018,766.0914905071259,47.84922309219837,-2682.741655111313
typical30,N371,-32.0,69.75,142.022,4.4342443843299297e-13,-2.28162701899102,2.4110730904699216e-12,1.7311341908002806e-11,-1.6764431278922135e-14,4.10396355576185e-12
typical30,N401,-32.0,69.75,193.643,-14.834996290269554,1130.0837506121331,-15.975974913290635,763.4276921113127,-241.94686166803066,1849.5099327156427
typical30,N426,224.25,69.75,121.5,-60.88349620671943,-164.12622290162835,2.4879791332641616,114.40359811414964,47.07717840659075,1007.5556063888362
typical30,N427,224.25,69.75,144.689,1.216529451259198e-11,-3.192096508699896,2.59195169888335e-11,6.921843752928338e-11,-5.4220094399063745e-14,2.0243535691838992e-12
typical30,N466,224.25,69.75,193.643,67.84835974529095,618.0376187141294,-5.379342026398475,-24.743006767275602,-107.03567621076255,-2163.863358149482
typical30,N547,-32.0,69.75,120.0,-148.87165075941854,316.5395415202716,-19.934353056704726,-716.2556079500256,-47.849223091996734,2310.562527744393
typical30,N548,-32.0,69.75,147.143,148.87165081501007,-326.30874137580395,19.934353291988373,175.17746287584305,47.84922309208196,1730.2606889605522
typical30,N555,224.25,69.75,147.143,-378.33290553092957,-489.4506791383028,15.434822082519531,313.9371682405472,300.44985751761124,-3440.592826604843
storage125_sensitivity,N161,224.25,69.75,120.0,1511.1872164472006,2093.2773636190686,47.658156676683575,-180.00249543401878,5889.185118643302,-19666.67541113496
storage125_sensitivity,N231,-32.0,69.75,150.143,38.696924567222595,3187.2374564111233,-44.57355272769928,-490.59827876091003,-65.3187718805857,-1043.080026090145
storage125_sensitivity,N245,224.25,69.75,150.143,-228.6988285779953,4750.163255646825,-31.58990180492401,-709.6986262798309,-370.8860008122865,5056.106532454491
storage125_sensitivity,N246,-32.0,69.75,116.0,-604.6314239501953,4.223316073417664,-9.081851124763489,1903.01240503788,5891.339034933597,2512.625322341919
storage125_sensitivity,N370,-32.0,69.75,117.5,442.2992935180664,-640.3685012459755,46.720040678977966,1811.299033522606,117.91598216351122,-7946.642922401428
storage125_sensitivity,N371,-32.0,69.75,142.022,4.881435093073409e-12,-2.2816270190353505,-1.851104487770015e-12,1.3036953362129927e-11,-1.1265622781430226e-13,2.05325479864092e-12
storage125_sensitivity,N401,-32.0,69.75,193.643,-83.54111286859833,3023.730300323446,-40.112719036534386,1804.5037097241982,-214.01736373400513,7234.597756752659
storage125_sensitivity,N426,224.25,69.75,121.5,-175.73314773710445,-381.9063087145332,6.338288528146222,303.1510309053119,165.1823135220784,2920.1571382503025
storage125_sensitivity,N427,224.25,69.75,144.689,8.38157345011495e-11,-3.192096508616544,-1.720369064952879e-11,-4.5295533019192724e-11,8.696524539879145e-14,8.296208265621294e-11
storage125_sensitivity,N466,224.25,69.75,193.643,192.4351135541153,1732.610519977798,-14.679671487897416,20.5120551706,-411.53407942405073,-6913.7348091330305
storage125_sensitivity,N547,-32.0,69.75,120.0,-442.2992939804678,636.7573180105826,-46.72004082325825,-1694.498931187108,-117.91598216249537,6840.89468598858
storage125_sensitivity,N548,-32.0,69.75,147.143,442.2992938756943,-646.526517957449,46.720041155815125,426.3768627643585,117.91598216269631,5164.4350472688675
storage125_sensitivity,N555,224.25,69.75,147.143,-1092.0140353441238,-1122.3821619153023,39.32121193408966,872.3619813919067,1054.2051210785285,-9856.522272825241
live_only,N161,224.25,69.75,120.0,419.05763973784633,580.2119068272877,12.244474129431183,-45.847920239233645,1510.0593133952398,-4952.457737807068
live_only,N231,-32.0,69.75,150.143,14.710795134305954,791.798954769969,-7.39513486623764,-79.31792360544205,-9.710110189131228,-347.1220415979624
live_only,N245,224.25,69.75,150.143,-67.11000320315361,1299.43870203197,-7.284545034170151,-132.0248357653618,-134.62240049266256,1408.7600733935833
live_only,N246,-32.0,69.75,116.0,-152.18899655342102,63.4411648735404,-5.549451291561127,312.5505084693432,1457.5109311460983,780.2869243621826
live_only,N370,-32.0,69.75,117.5,125.16189956665039,-115.16775573790073,7.81789493560791,297.7645981013775,33.51897320128046,-2242.3286876678467
live_only,N371,-32.0,69.75,142.022,-1.5911228915252097e-12,5.485862726913171e-11,-1.389994134811153e-12,1.9830413114671858e-13,-1.3412460579527357e-15,2.1210107758431985e-12
live_only,N401,-32.0,69.75,193.643,-33.89704734967252,778.187791981949,-7.022015558727784,305.45002602531656,11.764195433196674,2257.8727178307877
live_only,N426,224.25,69.75,121.5,-47.329289231449366,-111.49445474456297,1.4759847006062046,69.22340767880087,48.24977151999224,792.8357231820701
live_only,N427,224.25,69.75,144.689,3.395434729557127e-11,1.8097072304300332e-11,9.949938936241098e-13,3.4201939450112596e-11,2.3532701988263928e-14,-3.478387644335661e-11
live_only,N466,224.25,69.75,193.643,35.70142883205809,486.86340647175194,-3.4438594955094417,37.38286206555418,-111.597937626751,-1979.8659418551495
live_only,N547,-32.0,69.75,120.0,-125.16189981681426,115.16775572675607,-7.817895002663741,-278.2198605569254,-33.51897320088383,1929.4239376401538
live_only,N548,-32.0,69.75,147.143,125.16189980506897,-115.1677557528019,7.8178950399160385,66.01873674988747,33.51897320104763,1467.8455085456371
live_only,N555,224.25,69.75,147.143,-294.1064266562462,-324.0349102579057,9.156652823090553,194.64126446843147,307.9334290861734,-2615.052670031786
machine200,N161,224.25,69.75,120.0,637.9519515393768,848.7356517766602,19.958555223420262,-76.08952355978545,2481.3432423351996,-8632.965580211836
machine200,N231,-32.0,69.75,150.143,8.460387200117111,1479.5366962254047,-21.3651824593544,-235.50263357162476,-41.664828276319895,-328.11661356687546
machine200,N245,224.25,69.75,150.143,-78.66177695989609,2151.575798533857,-14.830287158489227,-327.89957094192505,-99.94585907016881,1919.3505246639252
machine200,N246,-32.0,69.75,116.0,-271.02963066101074,-74.9361401796341,-2.4118323922157288,889.3772746026516,2555.8451086059213,1175.3941059112549
machine200,N370,-32.0,69.75,117.5,183.03206825256348,-350.24152833223343,22.051633298397064,846.6604527831078,57.29832968721166,-3294.107243537903
machine200,N371,-32.0,69.75,142.022,2.126301906407447e-12,-2.2816270190171166,1.0497315640455065e-12,-5.576436311176195e-13,-2.4381349430911975e-14,-7.108728631836012e-12
machine200,N401,-32.0,69.75,193.643,-24.76954326947288,1340.7038490360064,-17.881007819863633,846.1188815802058,-237.95127521672728,2468.906113628924
machine200,N426,224.25,69.75,121.5,-73.76475512748584,-191.27782706764992,2.8883375544101,133.22883991000708,60.632490277605484,1221.4543196349405
machine200,N427,224.25,69.75,144.689,5.256073289732401e-11,-3.192096508647332,-3.409275149004635e-11,-4.867153399384122e-12,1.6794977257280084e-14,-4.715778445739396e-11
machine200,N466,224.25,69.75,193.643,77.15895305271094,750.6188832321598,-6.328764472200449,-14.221479897667091,-138.38057113815498,-2713.6281032061147
machine200,N547,-32.0,69.75,120.0,-183.03206870757936,346.63034514446764,-22.051632999899702,-791.5313703365894,-57.29832968716489,2836.5270707861446
machine200,N548,-32.0,69.75,147.143,183.0320687443018,-356.3995449990034,22.05163323879242,192.983895778656,57.29832968732808,2131.5123694241047
