case,group,Ncomp,Ntension,M,V,T,ratio
lateral X sensitivity,B2,0.0,391.1709990068339,165379.37601774352,3726.380480973151,5683.083709677054,0.17272583219464122
lateral X sensitivity,T-S,721.1852573580109,721.5489821246592,6084.858706621871,271.63808982499637,158.05944551434263,0.279373505154706
lateral X sensitivity,W4,2212.150390594966,0.0,30551.097255484816,483.70987572063143,152.70270996262593,0.243884822326243
lateral X sensitivity,T-E,5806.462650113319,6059.078848043007,37508.12082273208,2102.4072717848185,79072.66457392478,0.36663397268611586
lateral X sensitivity,T-W,1944.8332947745866,2848.0658034665303,83842.36930957733,3832.125406178026,52290.44452320038,0.2644027229779317
lateral X sensitivity,S3,5427.482047761151,0.0,35347.258466995714,618.0327918868943,832.1293227873186,0.31534243348240065
lateral X sensitivity,T-SO,50.65195294376463,164.4807852115482,79176.7581779322,1346.367351375839,32144.594459201177,0.08245133712299565
lateral X sensitivity,S2,3235.042894190887,0.0,36187.834266721824,643.9870004234122,559.9826996647965,0.2959919279606512
lateral X sensitivity,W1,1666.8718300910105,0.0,25474.702627622217,316.3005634385945,45.5922004843863,0.20130545992462376
lateral Y sensitivity,T1,4323.724473262509,3801.485004926081,83923.09255874212,2685.857678826178,758.2504481624528,0.44001900571684405
lateral Y sensitivity,N2,9770.107661194359,0.0,53205.57231238031,867.2686242880765,536.8682469106227,0.4923852786763712
lateral Y sensitivity,B-WO,602.1074561567511,0.0,22254.198899855768,963.5854233625491,1749.521350755067,0.40973394703978283
lateral Y sensitivity,S1,76.5492750000001,0.0,0.0,0.0,0.0,0.0008853344261536987
lateral Y sensitivity,T-N,4816.115997840496,4422.537699793451,52934.61746202253,6015.0229736531555,12388.340977792235,0.4114343189894329
lateral Y sensitivity,W3,1191.5299982506929,0.0,26499.07346442728,381.02988154767286,544.1902523625217,0.20234045519675514
lateral Y sensitivity,O2,384.14027648745105,0.0,147706.20928423305,5059.426156842139,10493.336572283903,0.24980613041691851
lateral Y sensitivity,B3,130.4119321837934,0.0,56516.09983351938,1606.0382997590407,9067.146951158033,0.09604175529205519
lateral Y sensitivity,W2,5136.727967488282,0.0,48372.759599928846,581.7235087146041,1035.3012834504354,0.40426527284927427
lateral Y sensitivity,N1,5209.783170420189,0.0,20610.14694447729,288.44025269647983,706.9411598921039,0.20752193594166735
lateral Y sensitivity,O3,198.11120033724,0.0,15034.184372687161,795.4747633768916,1006.4920547715958,0.5254571468576098
lateral Y sensitivity,B2,0.0,82.76178917993093,168698.03576531739,3582.3065691422394,2944.2970089939545,0.17538963280566205
