column,case,Fx_lb,vertical_Fy_lb,Fz_lb,Mx_lb_in,My_lb_in,Mz_lb_in
W1,service40,24.52600274796341,9873.138856736005,59.757336721338554,2680.916944451833,-62.9275809363411,-1395.312491529712
W1,service_patches,25.409100861054906,9920.479603462798,60.43458855254506,2715.6039921836077,-67.2452184235647,-1441.0729469957755
W1,typical30,15.394582167150578,5882.37994320103,40.006109932206144,1791.3290833026929,-75.89401521029248,-833.1557100472869
W1,storage125_sensitivity,27.975609100650185,13452.000004471947,97.40188823312468,4426.1046578777605,-284.4215929904313,-1482.6494937027064
W1,live_only,1.623326946009667,1684.1698460955017,17.715083567338688,821.2648528569773,-104.23262809501017,-41.09869945645589
W1,machine200,15.72989460105242,6337.691685109862,44.81563173262195,2014.5424942008322,-105.4001937967834,-837.7693760837577
W1,uplift20_sensitivity,-0.21888042322298562,-798.16228906191,0.7094145036747245,20.95576365875395,-37.65233497588246,70.45482080518593
W1,strength_screen,25.385870017872453,10098.379866109815,69.15271788206385,3122.114969241064,-151.4290504064274,-1377.731773577433
W1,HB0.25,13.298192141974422,6319.14543586443,46.27547283337263,2102.273532369704,-129.13205670373682,-681.9501964304634
W1,HB0.5,13.59178101549382,6320.063421042603,45.7866775563137,2073.7091819887996,-130.07179086068723,-698.0170476717666
W1,HB0.75,14.733370677331246,6318.889677813878,45.14010713156345,2035.904540949058,-118.15892073114979,-770.4900774174538
W1,HT0.25,20.399097602955873,7397.925392727598,53.366904917363996,2377.7564098648973,-103.75843238473273,-1109.856138861411
W1,HT0.5,18.4549690941378,7028.910713050663,50.31027198599259,2247.6298184694815,-119.41280062417397,-999.1031045667859
W1,HT0.75,16.942862971850865,6662.912435000444,47.34006659232734,2120.668134436884,-124.18792592476188,-907.0258963171515
W1,storage125_strength_sensitivity,29.492618513188415,15748.81419663842,128.3003988356707,5858.915921565364,-498.9083677987794,-1444.2750577523573
W1,strength_roof,33.47998373978097,12986.1606675463,74.97201848711182,3361.242782255292,-43.373385698647276,-1932.6754954499588
W1,strength_HB0.25,21.381905237844528,10123.534422427132,72.09767020585276,3291.1207708878496,-194.9204324421583,-1119.3380578131523
W1,strength_HB0.5,21.851818315707913,10125.004246597826,71.31559287243117,3245.4173553738337,-196.42250305934573,-1145.055601754533
W1,strength_HB0.75,23.678325526157398,10123.125869255637,70.28108629915494,3184.930383177723,-177.36226162449537,-1261.0102252196027
W1,strength_HT0.25,32.74231315193281,11849.576317185134,83.44398112357999,3731.895425007502,-154.33173163548264,-1803.9230706248147
W1,strength_HT0.5,29.63212219140031,11259.155434191,78.5533545777738,3523.6916354494965,-179.3750591927793,-1626.743885591041
W1,strength_HT0.75,27.212553016096557,10673.556867418847,73.80103469334198,3320.5536857513193,-187.01703258270268,-1479.4080176814973
W1,lateral_HX,-66.49785087181652,3214.77442491697,20.64385524521443,1003.1513542032191,-492.27021289027573,4174.769059440497
W1,strength_lateral_HX_1,-62.19693984607486,5668.290150005102,42.50634017363233,2011.1806238334852,-596.7205750297315,3978.965985374206
W1,strength_lateral_HX_-1,88.73239638253229,6458.722713549318,35.920481125871085,1525.6839336252012,428.7198917615916,-5459.3163296490575
W1,strength_lateral_HX_2,-137.66361302231627,5273.063151751319,45.79927960850277,2253.930959367415,-1109.4581627900693,8698.231500082175
W1,strength_lateral_HX_-2,164.20313809580784,6853.972954468618,32.62747648822168,1282.9263803350104,941.492963883933,-10178.834002050342
W1,lateral_HZ,-10.128224057244989,3631.809554323009,13.68397594510054,514.439189078885,-122.77609702919378,653.713762309487
W1,strength_lateral_HZ_1,-5.827804961717798,6085.321884394806,35.546486467170126,1522.4705793790004,-227.23085726674188,457.9411058352056
W1,strength_lateral_HZ_-1,32.36611290388386,6041.706254536521,42.88031926981431,2014.3910460864763,59.254870271260465,-1938.4682905408765
W1,strength_lateral_HZ_2,-24.924794859464168,6107.129571224308,31.879569079360362,1276.5102965148978,-370.4739824185459,1656.1477289905226
W1,strength_lateral_HZ_-2,51.46394198422974,6019.903229559043,46.54722719266127,2260.3501210485465,202.50529049162893,-3136.7269400283617
W1,basic_Dfloor,0.4870734531313856,505.25138318388343,5.314523890450094,246.3793241771615,-31.26913113394568,-12.334281114670459
