column,case,Fx_lb,vertical_Fy_lb,Fz_lb,Mx_lb_in,My_lb_in,Mz_lb_in
W1,service40,36.63193893344544,8503.247181537388,45.13554460543826,2036.8849056597815,121.07953741723666,-2123.589728106621
W1,service_patches,37.42688422945319,8540.719933588245,45.72449856194532,2067.614218565202,120.35930513231887,-2162.4932272203223
W1,typical30,21.170313214439524,4787.459818818668,32.222934446267914,1442.9274077466237,35.65363647720773,-1156.1496263075505
W1,storage125_sensitivity,36.714129008478814,11764.157889109361,82.98078278389696,3759.3627337493535,-47.27716598603574,-1965.1207178141494
W1,live_only,0.038678413820366,1534.5462171630952,17.80952380410007,810.5777981550361,-79.22667190530734,74.57360594775243
W1,machine200,20.977066969241427,5201.698389585481,37.05951484015347,1663.4741892845464,12.296172132107953,-1123.051547418407
W1,uplift20_sensitivity,-2.1460060385906385,-1132.92962578959,3.0228242583685407,116.01392760145202,-41.171765429388756,218.81728292666335
W1,strength_screen,34.01523354150746,8533.638558941453,56.19757637450156,2539.520396309197,34.111923111610494,-1863.7867406492483
W1,HB0.25,16.73637345143363,5167.742014883787,37.86443605202693,1717.9485370743132,-27.880975949278884,-852.8145871551471
W1,HB0.5,16.45936679909163,5165.739315852685,37.70096705283548,1708.7059591943937,-30.538004845239584,-833.1076442215979
W1,HB0.75,18.37571297853398,5168.69677179525,37.255532784770594,1681.125787150248,-10.982950807000039,-954.2779167428772
W1,HT0.25,28.773479387408056,6209.153750374908,46.546850650804046,2060.54547406786,51.93333591347811,-1589.3943788290005
W1,HT0.5,26.049050707296118,5861.500188622041,43.19729209239771,1919.628826478029,30.199677981242814,-1426.534355950719
W1,HT0.75,23.49401788121372,5515.407474370086,39.904676287512046,1780.5470863219332,16.163107028621184,-1267.896649377343
W1,storage125_strength_sensitivity,32.874827274883195,13691.139293025015,115.80763100213409,5246.318011165359,-234.10639648587892,-1547.9908567336265
W1,strength_roof,50.512206277038786,11255.793055180897,54.46474212601454,2465.180503484155,197.83581338588613,-2969.880358924179
W1,strength_HB0.25,26.90545781460901,8528.271583273292,58.10016946017987,2655.323086992498,-35.85279967121906,-1408.2800737400526
W1,strength_HB0.5,26.462246466560252,8525.067263435561,57.83861910887576,2640.5349657516285,-40.104057653317234,-1376.7489208543545
W1,strength_HB0.75,29.52839892075406,8529.799189767153,57.12592437350577,2596.4066972755013,-8.815995308448032,-1570.6212669747017
W1,strength_HT0.25,46.164829018893215,10194.530364746417,71.99203272035341,3203.478178788337,91.8501271720148,-2586.807847725696
W1,strength_HT0.5,41.80573819835718,9638.284654750445,66.63273934148172,2978.011565553292,57.07619244039381,-2326.23150144191
W1,strength_HT0.75,37.71768922573762,9084.536319825702,61.364553825001956,2755.480764697636,34.61773814447091,-2072.4113937072675
W1,lateral_HX,-96.72935704236986,2363.4529145644956,18.947595156637206,1099.377755346234,-669.7883552476575,6111.4418964783545
W1,strength_lateral_HX_1,-93.71921296416164,4464.767125556378,39.03589884828147,2018.380180757757,-736.1097965370491,6012.8942314279575
W1,strength_lateral_HX_-1,125.6458265650387,5146.087653912999,19.12949066542779,638.7813753133112,786.4991105373578,-7818.956438007868
W1,strength_lateral_HX_2,-203.4017297547902,4124.106868510055,48.9891027547175,2708.1795698854658,-1497.4142007545568,12928.819379382514
W1,strength_lateral_HX_-2,235.32834407775542,5486.747912702271,9.17628671344203,-51.018017159162085,1547.8035266868135,-14734.881631317627
W1,lateral_HZ,-26.212728037023183,2670.46758401224,4.679087923162327,122.31090712393451,-219.54315523993247,1683.6922607971667
W1,strength_lateral_HZ_1,-23.20258092291174,4771.781802127643,24.767391427210455,1041.3133187561077,-285.8645460193084,1585.1444051250003
W1,strength_lateral_HZ_-1,55.129194275021966,4839.072976333729,33.397998097281196,1615.8482382177108,336.2538562336417,-3391.206595991383
W1,strength_lateral_HZ_2,-62.36846943875923,4738.136212776523,20.452088148618344,754.0458631852811,-596.9237623020839,4073.3199632829137
W1,strength_lateral_HZ_-2,94.29508271184898,4872.718565699686,37.71330138330735,1903.1156942752664,647.3130709773096,-5879.382149233114
W1,strength_machine,33.690569351592345,8582.601787880401,56.81229540906485,2568.164122132045,28.43066842187367,-1840.6593301160856
W1,patches_live_only,-0.20164895861690926,1543.2005028525866,18.125846552023777,830.7561837113384,-91.64116599822388,102.3669084073291
W1,dead_only,22.176578068708377,3665.3686247300575,19.13842273912799,845.5449818811336,106.76791855297503,-1278.7766949250242
W1,strength_uplift_sensitivity,4.506965472445095,-33.31904283539063,8.764351199793445,369.67743092763453,-9.14142153404118,-164.81560564830164
W1,basic_Dfloor,-0.1126292533864413,456.90564906487737,5.3101413999537685,241.90722843441546,-25.171313942784924,30.3757015712488
W1,basic_Droof,7.822011396754276,1801.8240800381493,3.655936906741887,175.9540787635582,53.3701856024232,-499.9642467973966
W1,basic_Dsteel,6.1664225631382745,931.1075615812797,5.611085457406894,244.17520786775862,49.84015062274537,-371.21590319665336
W1,basic_Dwall,8.300773485857672,475.5313345024165,4.561258974264071,183.5084666743032,28.72889812438926,-437.97225432859415
W1,basic_HB0.25,-4.443609208910394,-3.3543581769610533,1.1891206411304494,72.37667889026532,-43.727941494446895,284.69162784082044
W1,basic_HB0.5,-4.720617151216155,-5.35706022588647,1.0256517233431077,63.134106953520536,-46.38499176156617,304.39865178403363
W1,basic_HB0.75,-2.8042722544467775,-2.399607393459946,0.5802175357362417,35.55394082367835,-26.829959045944015,183.22845980187168
W1,basic_HT0.25,7.593496500920219,1038.0573771119834,9.871535258909383,414.9736171605505,36.086366343258234,-451.8881497029815
W1,basic_HT0.5,4.869066378416709,690.4038119068662,6.521976789918528,274.05697614173016,14.352684600607155,-289.02803622497765
W1,basic_HT0.75,2.3140349351775447,344.3111009154939,3.2293608981481183,134.97522962048956,0.3161365820123801,-130.39041648556966
