case,point,solver_node,kind,adjacent_members,x_east_in,y_north_in,z_up_in,FX_lb,FY_lb,FZ_lb,MX_lb_in,MY_lb_in,MZ_lb_in
service40,TS-P043,N107,interior_applied_load,,138.833,0.0,115.0,2.689417742960912e-08,-14.75004605416308,-1.9006379680799035e-08,5.782735444479265e-10,-1.427310172831439e-09,-1.4709417043164045e-08
service40,TS-P044,N322,interior_applied_load,,138.833,0.0,117.5,-4.992674610406907e-08,-2.367586243932981,1.2435906753077227e-08,-7.1526089596219715e-09,-3.921410628937907e-10,-4.597533583331445e-08
service40,TS-P045,N323,interior_applied_load,,138.833,0.0,134.437,-7.280918481659375e-14,-4.7351724852978165,-1.1119463983920965e-13,5.29615544923657e-13,5.985466660854652e-15,-3.689348705815106e-13
service40,TS-P046,N324,interior_applied_load,,138.833,0.0,151.373,2.493127409380902e-09,-2.3675862403037202,-2.2143434821875196e-08,-2.4696397343815235e-08,9.735157421302705e-12,1.7274807410927462e-08
service40,TS-P047,N562,interior_applied_load,,138.833,0.0,153.373,8.125094053779134e-10,-17.930381918013605,2.575396078701095e-07,-1.7078809876321948e-07,1.2566245235629502e-10,-2.9344655742960644e-08
service40,TS-P048,N108,interior_applied_load,,149.51,0.0,115.0,-2.761153447903711e-12,-30.540650224251287,-3.4787176149906515e-12,1.2449049257985346e-11,4.584957665031867e-11,-1.0783129685538868e-11
service40,TS-P049,N337,interior_applied_load,,160.188,0.0,134.187,-1.1203366557470164e-12,-8.026152881098986,1.0051155956234111e-13,8.561317136205039e-13,6.140936977607561e-12,-6.83009470201483e-13
service40,TS-P050,N109,interior_applied_load,,167.306,0.0,115.0,2.156314423720613e-12,-6.723893282874538,2.0986553049696967e-12,-8.853218782821064e-13,5.504983355265589e-11,-2.480690925051269e-11
service40,TS-P051,N563,interior_applied_load,,167.306,0.0,153.373,-4.107674057681512e-12,-13.44778640453994,1.9663376040113637e-13,1.486164589295947e-11,-3.542130007349695e-12,-1.1906537270902233e-10
service40,TS-P052,N110,interior_applied_load,,170.865,0.0,115.0,1.0622641656673664e-11,-26.05805473815841,1.663630918938524e-11,-2.754977727916658e-13,1.5234479999044228e-11,-5.525156405018528e-11
service40,TS-P053,N111,interior_applied_load,,181.542,0.0,115.0,-5.314428364044943e-08,-6.7238932054196265,-7.718917194310393e-08,-3.607419185591709e-08,1.9637447979785822e-11,6.500883031890226e-08
service40,TS-P054,N325,interior_applied_load,,181.542,0.0,117.5,9.187639874555973e-08,-2.367586242395669,5.5894231443339065e-08,3.358328428352976e-08,5.89828346730216e-11,5.639002744497128e-08
service40,TS-P055,N326,interior_applied_load,,181.542,0.0,134.437,3.495303379533577e-14,-4.735172485295451,-1.1298403408230044e-13,-6.018551170518978e-13,-2.5844913205127747e-15,2.862419319025922e-13
service40,TS-P056,N327,interior_applied_load,,181.542,0.0,151.373,-1.5672543341241352e-08,-2.36758624231659,7.732323938081098e-08,2.0118131990876087e-07,3.5611008538177414e-12,-8.178089264815336e-09
service40,TS-P057,N338,interior_applied_load,,181.542,0.0,153.373,3.476141091817371e-08,-16.93962715620677,5.5725717704033653e-08,1.7711333694158915e-07,-4.63761420136174e-11,5.242639213473386e-08
service40,TS-P058,N112,interior_applied_load,,192.219,0.0,115.0,-7.063366501354057e-12,-26.058054791950173,-5.2650148477966635e-11,7.414622014322002e-14,1.5439527350644827e-11,-1.4051817240929804e-10
service40,TS-P059,N113,interior_applied_load,,195.778,0.0,115.0,8.085411851937671e-12,-6.723893202240647,2.8042606675260546e-11,-2.2263921406202153e-13,-6.341371292010837e-11,-8.27693756911793e-11
service40,TS-P060,N564,interior_applied_load,,195.778,0.0,153.373,8.891670225763411e-13,-13.132911487198648,-1.570386280023472e-12,2.4785861674547503e-13,-3.185192483164096e-11,1.3033442926889625e-11
service40,TS-P061,N339,interior_applied_load,,202.396,0.0,134.187,-9.683522303438425e-13,-7.922719485492182,-5.929267089767876e-14,-9.261266814195442e-14,-2.7138484315570513e-13,-1.537542114140469e-13
service40,TS-P062,N114,interior_applied_load,,213.573,0.0,115.0,-2.816808545295608e-13,-30.22577525313511,8.536675007433553e-12,1.3741426316359308e-13,-4.2567844418412457e-11,-4.433979756960693e-11
service40,TS-P063,N115,interior_applied_load,,223.25,0.0,115.0,-7.4156812073158676e-09,-7.32330638788909,6.095737617979949e-11,6.669066602323076e-08,1.8199374945455798e-09,1.6070176648420285e-08
service40,TS-P064,N328,interior_applied_load,,223.25,0.0,117.5,-1.2189461415319697e-09,-2.3675862433715644,-4.419414084057738e-09,5.9633597595748e-08,-1.0128318115435875e-10,-1.4233527115585562e-08
service40,TS-P065,N329,interior_applied_load,,223.25,0.0,134.437,7.925565652740034e-14,-4.735172485302254,3.6655556555567615e-14,8.377897835680666e-14,-2.4138366284474655e-14,-9.34165334331266e-13
service40,TS-P066,N330,interior_applied_load,,223.25,0.0,151.373,2.7731775834038963e-08,-2.367586243807393,-3.9786904201810636e-08,-6.501926921864687e-08,-2.740881892331542e-10,-4.3633560070643895e-08
service40,TS-P067,N565,interior_applied_load,,223.25,0.0,153.373,1.6040385172888527e-08,-8.965190966841456,1.8300189840440578e-07,-1.398473976760252e-08,-5.26044109280007e-09,-1.8791926543756953e-08
service40,TS-P068,N69,interface_action,BR-E-ground-1; S3; T-E,224.25,0.0,115.0,225.17428462612185,839.9614344682773,29.339151095082123,279.97373355961645,667.3194115723405,-1344.7355800288258
service40,TS-P069,N71,interface_action,BR-R-main-2; S3; T-E top / segment 1; T-E vertical 2,224.25,0.0,153.373,-53.48310478678523,-495.2255289241087,-23.876070265520454,551.1346640365759,68.99940841771709,853.9032385071117
service_patches,TS-P001,N5,interface_action,T-W / B-WO; T-W diagonal 9; T-W vertical 2; W1,-32.0,0.0,115.0,-49.9953021948289,885.6222596121461,11.41778409194386,89.03646110412467,692.1688115102745,1291.7520486672322
service_patches,TS-P002,N7,interface_action,BR-R-main-1; T-W top / segment 1; T-W vertical 2; W1,-32.0,0.0,153.373,-128.4500951458003,-489.23873176965117,-17.220556721864757,636.5603444504247,15.95571763862376,-920.2707994307806
service_patches,TS-P003,N91,interior_applied_load,,-31.0,0.0,115.0,7.262604765946298e-08,-7.323306384966043,5.873602115987524e-09,-7.230402358821122e-08,-1.2804598120964206e-10,-3.443463123668812e-08
service_patches,TS-P004,N310,interior_applied_load,,-31.0,0.0,117.5,-5.9231178649941873e-08,-2.367586243278227,8.619605238970747e-09,-3.721977098759829e-08,-1.9352385207454598e-10,-9.964896743972718e-09
service_patches,TS-P005,N311,interior_applied_load,,-31.0,0.0,134.437,-2.3589770874923832e-15,-4.735172485305021,1.1071399066869358e-14,4.4148796016424814e-13,2.378592423964702e-15,3.1474261422135303e-13
